"partner_group","site_id","site_name","lat","lon","state","species_id","common_name","func_type","individual_id","phenophase_id","first_yes_year","first_yes_doy","prior_no","last_yes_doy","php"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",127543,390,2024,45,7,66,"ripe fruit"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",127543,500,2023,344,4,354,"flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",127543,500,2024,3,4,10,"flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",127543,500,2024,24,7,45,"flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",127543,501,2024,31,7,45,"open flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",127543,516,2024,45,7,66,"fruit"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",127544,390,2024,52,7,66,"ripe fruit"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",127544,500,2024,10,7,45,"flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",127544,501,2024,31,7,45,"open flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",127544,516,2024,45,7,66,"fruit"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,"LA",201,"common buttonbush","Deciduous broadleaf",141889,390,2023,362,NA,362,"ripe fruit"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,"LA",201,"common buttonbush","Deciduous broadleaf",141889,390,2024,271,22,271,"ripe fruit"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,"LA",201,"common buttonbush","Deciduous broadleaf",141889,500,2024,117,9,249,"flower"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,"LA",201,"common buttonbush","Deciduous broadleaf",141889,501,2024,144,7,249,"open flower"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,"LA",201,"common buttonbush","Deciduous broadleaf",141889,516,2023,362,NA,362,"fruit"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,"LA",201,"common buttonbush","Deciduous broadleaf",141889,516,2024,157,6,207,"fruit"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,"LA",201,"common buttonbush","Deciduous broadleaf",141889,516,2024,221,6,271,"fruit"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,"LA",3,"red maple","Deciduous broadleaf",141923,390,2024,59,22,59,"ripe fruit"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,"LA",3,"red maple","Deciduous broadleaf",141923,516,2024,59,22,59,"fruit"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,"LA",804,"eastern baccharis","Deciduous broadleaf",141926,390,2023,308,33,308,"ripe fruit"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,"LA",804,"eastern baccharis","Deciduous broadleaf",141926,500,2023,275,NA,275,"flower"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,"LA",804,"eastern baccharis","Deciduous broadleaf",141926,500,2024,235,14,249,"flower"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,"LA",804,"eastern baccharis","Deciduous broadleaf",141926,501,2023,275,NA,275,"open flower"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,"LA",804,"eastern baccharis","Deciduous broadleaf",141926,516,2023,308,33,308,"fruit"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,"LA",208,"white crownbeard","Forb",142390,500,2024,271,22,271,"flower"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,"LA",208,"white crownbeard","Forb",142390,501,2024,271,22,271,"open flower"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,"LA",3,"red maple","Deciduous broadleaf",147749,500,2023,344,9,50,"flower"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,"LA",3,"red maple","Deciduous broadleaf",147749,501,2024,27,8,50,"open flower"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,"LA",3,"red maple","Deciduous broadleaf",147750,500,2023,335,NA,40,"flower"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,"LA",3,"red maple","Deciduous broadleaf",147750,501,2024,27,8,27,"open flower"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,"LA",3,"red maple","Deciduous broadleaf",147751,500,2024,5,5,40,"flower"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,"LA",3,"red maple","Deciduous broadleaf",148157,390,2024,46,9,59,"ripe fruit"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,"LA",3,"red maple","Deciduous broadleaf",148157,500,2024,33,36,37,"flower"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,"LA",3,"red maple","Deciduous broadleaf",148157,501,2024,33,36,37,"open flower"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,"LA",3,"red maple","Deciduous broadleaf",148157,516,2024,46,9,59,"fruit"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",152939,390,2024,52,7,66,"ripe fruit"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",152939,500,2024,17,7,45,"flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",152939,501,2024,31,7,45,"open flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",152939,516,2024,45,7,66,"fruit"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",152941,390,2024,59,7,66,"ripe fruit"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",152941,500,2023,364,10,52,"flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",152941,501,2024,38,7,45,"open flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",152941,516,2024,45,7,66,"fruit"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",804,"eastern baccharis","Deciduous broadleaf",153524,500,2023,281,NA,281,"flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",804,"eastern baccharis","Deciduous broadleaf",153524,500,2024,59,7,59,"flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",804,"eastern baccharis","Deciduous broadleaf",153524,500,2024,228,113,228,"flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",153526,500,2023,344,4,344,"flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",153526,500,2023,364,10,45,"flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",153526,501,2024,31,7,38,"open flower"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,500,2024,190,8,225,"flower"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,501,2024,218,7,225,"open flower"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",171663,390,2023,282,7,331,"ripe fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",171663,390,2024,1,14,50,"ripe fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",171663,390,2024,239,14,239,"ripe fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",171663,390,2024,260,7,267,"ripe fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",171663,500,2024,175,6,225,"flower"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",171663,501,2024,190,8,239,"open flower"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",171663,516,2023,275,NA,331,"fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",171663,516,2024,1,14,50,"fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",171663,516,2024,225,7,274,"fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,500,2024,190,8,190,"flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",181577,390,2024,59,7,66,"ripe fruit"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",181577,500,2023,364,10,45,"flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",181577,501,2024,31,7,45,"open flower"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,"LA",3,"red maple","Deciduous broadleaf",181577,516,2024,45,7,66,"fruit"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,"LA",812,"American beautyberry","Deciduous broadleaf",189669,390,2023,292,NA,292,"ripe fruit"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,"LA",812,"American beautyberry","Deciduous broadleaf",189669,390,2024,222,8,263,"ripe fruit"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,"LA",812,"American beautyberry","Deciduous broadleaf",189669,500,2024,116,7,166,"flower"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,"LA",812,"American beautyberry","Deciduous broadleaf",189669,501,2024,137,9,166,"open flower"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,"LA",812,"American beautyberry","Deciduous broadleaf",189669,516,2023,292,NA,292,"fruit"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,"LA",812,"American beautyberry","Deciduous broadleaf",189669,516,2024,151,8,263,"fruit"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,"LA",3,"red maple","Deciduous broadleaf",189676,390,2024,51,5,72,"ripe fruit"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,"LA",3,"red maple","Deciduous broadleaf",189676,500,2024,30,6,46,"flower"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,"LA",3,"red maple","Deciduous broadleaf",189676,501,2024,30,6,46,"open flower"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,"LA",3,"red maple","Deciduous broadleaf",189676,516,2024,46,9,72,"fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",196689,390,2023,275,NA,331,"ripe fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",196689,390,2024,43,7,50,"ripe fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",196689,500,2024,169,14,239,"flower"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",196689,501,2024,175,6,239,"open flower"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",196689,516,2023,275,NA,331,"fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",196689,516,2024,50,7,50,"fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",196689,516,2024,211,21,211,"fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",196689,516,2024,239,14,239,"fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",196689,516,2024,267,7,274,"fruit"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,"LA",3,"red maple","Deciduous broadleaf",226759,500,2024,37,40,37,"flower"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,"LA",3,"red maple","Deciduous broadleaf",226759,501,2024,37,40,37,"open flower"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,"LA",3,"red maple","Deciduous broadleaf",226759,516,2024,46,9,46,"fruit"
NA,37410,"BJ's Yard",32.584236,-91.974403,"LA",201,"common buttonbush","Deciduous broadleaf",231278,390,2023,284,10,342,"ripe fruit"
NA,37410,"BJ's Yard",32.584236,-91.974403,"LA",201,"common buttonbush","Deciduous broadleaf",231278,390,2024,185,7,244,"ripe fruit"
NA,37410,"BJ's Yard",32.584236,-91.974403,"LA",201,"common buttonbush","Deciduous broadleaf",231278,500,2024,141,31,141,"flower"
NA,37410,"BJ's Yard",32.584236,-91.974403,"LA",201,"common buttonbush","Deciduous broadleaf",231278,501,2024,185,7,185,"open flower"
NA,37410,"BJ's Yard",32.584236,-91.974403,"LA",201,"common buttonbush","Deciduous broadleaf",231278,516,2023,274,NA,342,"fruit"
NA,37410,"BJ's Yard",32.584236,-91.974403,"LA",201,"common buttonbush","Deciduous broadleaf",231278,516,2024,178,37,244,"fruit"
NA,37410,"BJ's Yard",32.584236,-91.974403,"LA",812,"American beautyberry","Deciduous broadleaf",231617,390,2023,274,NA,274,"ripe fruit"
NA,37410,"BJ's Yard",32.584236,-91.974403,"LA",812,"American beautyberry","Deciduous broadleaf",231617,390,2024,215,30,244,"ripe fruit"
NA,37410,"BJ's Yard",32.584236,-91.974403,"LA",812,"American beautyberry","Deciduous broadleaf",231617,500,2024,141,31,178,"flower"
NA,37410,"BJ's Yard",32.584236,-91.974403,"LA",812,"American beautyberry","Deciduous broadleaf",231617,501,2024,178,37,178,"open flower"
NA,37410,"BJ's Yard",32.584236,-91.974403,"LA",812,"American beautyberry","Deciduous broadleaf",231617,516,2023,274,NA,274,"fruit"
NA,37410,"BJ's Yard",32.584236,-91.974403,"LA",812,"American beautyberry","Deciduous broadleaf",231617,516,2024,185,7,244,"fruit"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,"LA",812,"American beautyberry","Deciduous broadleaf",232165,390,2024,228,68,272,"ripe fruit"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,"LA",812,"American beautyberry","Deciduous broadleaf",232165,500,2024,125,16,160,"flower"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,"LA",812,"American beautyberry","Deciduous broadleaf",232165,501,2024,145,13,160,"open flower"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,"LA",812,"American beautyberry","Deciduous broadleaf",232165,516,2024,160,15,272,"fruit"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,"LA",812,"American beautyberry","Deciduous broadleaf",240537,390,2024,228,68,272,"ripe fruit"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,"LA",812,"American beautyberry","Deciduous broadleaf",240537,500,2024,125,16,160,"flower"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,"LA",812,"American beautyberry","Deciduous broadleaf",240537,501,2024,145,13,160,"open flower"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,"LA",812,"American beautyberry","Deciduous broadleaf",240537,516,2024,160,15,272,"fruit"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,"LA",812,"American beautyberry","Deciduous broadleaf",240538,390,2024,228,68,272,"ripe fruit"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,"LA",812,"American beautyberry","Deciduous broadleaf",240538,500,2024,132,7,160,"flower"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,"LA",812,"American beautyberry","Deciduous broadleaf",240538,501,2024,145,13,160,"open flower"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,"LA",812,"American beautyberry","Deciduous broadleaf",240538,516,2024,160,15,272,"fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",436,"rubber rabbitbrush","Drought deciduous broadleaf",247029,390,2023,296,14,99,"ripe fruit"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",436,"rubber rabbitbrush","Drought deciduous broadleaf",247029,500,2023,275,NA,296,"flower"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",436,"rubber rabbitbrush","Drought deciduous broadleaf",247029,500,2024,218,7,267,"flower"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",436,"rubber rabbitbrush","Drought deciduous broadleaf",247029,501,2023,275,NA,317,"open flower"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",436,"rubber rabbitbrush","Drought deciduous broadleaf",247029,501,2024,253,14,267,"open flower"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",436,"rubber rabbitbrush","Drought deciduous broadleaf",247029,516,2023,289,7,99,"fruit"
