"partner_group","site_id","site_name","lat","lon","species_id","common_name","func_type","individual_id","phenophase_id","first_yes_year","first_yes_doy","prior_no","last_yes_doy","php","state"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",147749,500,2023,344,9,50,"flower","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",147749,501,2024,27,8,50,"open flower","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",147750,500,2023,335,NA,40,"flower","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",147750,501,2024,27,8,27,"open flower","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",147751,500,2024,5,5,40,"flower","LA"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,3,"red maple","Deciduous broadleaf",148157,390,2024,46,9,59,"ripe fruit","LA"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,3,"red maple","Deciduous broadleaf",148157,500,2024,33,36,37,"flower","LA"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,3,"red maple","Deciduous broadleaf",148157,501,2024,33,36,37,"open flower","LA"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,3,"red maple","Deciduous broadleaf",148157,516,2024,46,9,59,"fruit","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",152939,390,2024,52,7,66,"ripe fruit","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",152939,500,2024,17,7,45,"flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",152939,501,2024,31,7,45,"open flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",152939,516,2024,45,7,66,"fruit","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",152941,390,2024,59,7,66,"ripe fruit","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",152941,500,2023,364,10,52,"flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",152941,501,2024,38,7,45,"open flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",152941,516,2024,45,7,66,"fruit","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,804,"eastern baccharis","Deciduous broadleaf",153524,500,2023,281,NA,281,"flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,804,"eastern baccharis","Deciduous broadleaf",153524,500,2024,59,7,59,"flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,804,"eastern baccharis","Deciduous broadleaf",153524,500,2024,228,113,228,"flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",153526,500,2023,344,4,344,"flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",153526,500,2023,364,10,45,"flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",153526,501,2024,31,7,38,"open flower","LA"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1332,"broadleaf milkweed","Forb",171662,500,2024,190,8,225,"flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1332,"broadleaf milkweed","Forb",171662,501,2024,218,7,225,"open flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",171663,390,2023,282,7,331,"ripe fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",171663,390,2024,1,14,50,"ripe fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",171663,390,2024,239,14,239,"ripe fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",171663,390,2024,260,7,267,"ripe fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",171663,500,2024,175,6,225,"flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",171663,501,2024,190,8,239,"open flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",171663,516,2023,275,NA,331,"fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",171663,516,2024,1,14,50,"fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",171663,516,2024,225,7,274,"fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1332,"broadleaf milkweed","Forb",171664,500,2024,190,8,190,"flower","NM"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",181577,390,2024,59,7,66,"ripe fruit","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",181577,500,2023,364,10,45,"flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",181577,501,2024,31,7,45,"open flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",181577,516,2024,45,7,66,"fruit","LA"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,812,"American beautyberry","Deciduous broadleaf",189669,390,2023,292,NA,292,"ripe fruit","LA"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,812,"American beautyberry","Deciduous broadleaf",189669,390,2024,222,8,263,"ripe fruit","LA"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,812,"American beautyberry","Deciduous broadleaf",189669,500,2024,116,7,166,"flower","LA"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,812,"American beautyberry","Deciduous broadleaf",189669,501,2024,137,9,166,"open flower","LA"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,812,"American beautyberry","Deciduous broadleaf",189669,516,2023,292,NA,292,"fruit","LA"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,812,"American beautyberry","Deciduous broadleaf",189669,516,2024,151,8,263,"fruit","LA"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,3,"red maple","Deciduous broadleaf",189676,390,2024,51,5,72,"ripe fruit","LA"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,3,"red maple","Deciduous broadleaf",189676,500,2024,30,6,46,"flower","LA"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,3,"red maple","Deciduous broadleaf",189676,501,2024,30,6,46,"open flower","LA"
"New Orleans City Park Phenology Trail",33401,"Couturie Forest Phenology Trail",30.004747,-90.094208,3,"red maple","Deciduous broadleaf",189676,516,2024,46,9,72,"fruit","LA"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",196689,390,2023,275,NA,331,"ripe fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",196689,390,2024,43,7,50,"ripe fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",196689,500,2024,169,14,239,"flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",196689,501,2024,175,6,239,"open flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",196689,516,2023,275,NA,331,"fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",196689,516,2024,50,7,50,"fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",196689,516,2024,211,21,211,"fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",196689,516,2024,239,14,246,"fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,1336,"horsetail milkweed","Forb",196689,516,2024,267,7,274,"fruit","NM"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,3,"red maple","Deciduous broadleaf",226759,500,2024,37,40,37,"flower","LA"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,3,"red maple","Deciduous broadleaf",226759,501,2024,37,40,37,"open flower","LA"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,3,"red maple","Deciduous broadleaf",226759,516,2024,46,9,46,"fruit","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,201,"common buttonbush","Deciduous broadleaf",231278,390,2023,284,10,342,"ripe fruit","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,201,"common buttonbush","Deciduous broadleaf",231278,390,2024,185,7,244,"ripe fruit","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,201,"common buttonbush","Deciduous broadleaf",231278,500,2024,141,31,141,"flower","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,201,"common buttonbush","Deciduous broadleaf",231278,501,2024,185,7,185,"open flower","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,201,"common buttonbush","Deciduous broadleaf",231278,516,2023,274,NA,342,"fruit","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,201,"common buttonbush","Deciduous broadleaf",231278,516,2024,178,37,244,"fruit","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,812,"American beautyberry","Deciduous broadleaf",231617,390,2023,274,NA,274,"ripe fruit","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,812,"American beautyberry","Deciduous broadleaf",231617,390,2024,215,30,244,"ripe fruit","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,812,"American beautyberry","Deciduous broadleaf",231617,500,2024,141,31,178,"flower","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,812,"American beautyberry","Deciduous broadleaf",231617,501,2024,178,37,178,"open flower","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,812,"American beautyberry","Deciduous broadleaf",231617,516,2023,274,NA,274,"fruit","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,812,"American beautyberry","Deciduous broadleaf",231617,516,2024,185,7,244,"fruit","LA"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,812,"American beautyberry","Deciduous broadleaf",232165,390,2024,228,68,272,"ripe fruit","LA"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,812,"American beautyberry","Deciduous broadleaf",232165,500,2024,125,16,160,"flower","LA"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,812,"American beautyberry","Deciduous broadleaf",232165,501,2024,145,13,160,"open flower","LA"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,812,"American beautyberry","Deciduous broadleaf",232165,516,2024,160,15,272,"fruit","LA"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,812,"American beautyberry","Deciduous broadleaf",240537,390,2024,228,68,272,"ripe fruit","LA"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,812,"American beautyberry","Deciduous broadleaf",240537,500,2024,125,16,160,"flower","LA"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,812,"American beautyberry","Deciduous broadleaf",240537,501,2024,145,13,160,"open flower","LA"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,812,"American beautyberry","Deciduous broadleaf",240537,516,2024,160,15,272,"fruit","LA"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,812,"American beautyberry","Deciduous broadleaf",240538,390,2024,228,68,272,"ripe fruit","LA"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,812,"American beautyberry","Deciduous broadleaf",240538,500,2024,132,7,160,"flower","LA"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,812,"American beautyberry","Deciduous broadleaf",240538,501,2024,145,13,160,"open flower","LA"
"Big Branch Marsh NWR",30648,"Blue Trail",30.320589,-89.938156,812,"American beautyberry","Deciduous broadleaf",240538,516,2024,160,15,272,"fruit","LA"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,436,"rubber rabbitbrush","Drought deciduous broadleaf",247029,390,2023,296,14,99,"ripe fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,436,"rubber rabbitbrush","Drought deciduous broadleaf",247029,500,2023,275,NA,296,"flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,436,"rubber rabbitbrush","Drought deciduous broadleaf",247029,500,2024,218,7,267,"flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,436,"rubber rabbitbrush","Drought deciduous broadleaf",247029,501,2023,275,NA,317,"open flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,436,"rubber rabbitbrush","Drought deciduous broadleaf",247029,501,2024,253,7,267,"open flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,436,"rubber rabbitbrush","Drought deciduous broadleaf",247029,516,2023,289,7,99,"fruit","NM"
NA,37410,"BJ's Yard",32.584236,-91.974403,812,"American beautyberry","Deciduous broadleaf",269090,390,2024,244,29,244,"ripe fruit","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,812,"American beautyberry","Deciduous broadleaf",269090,500,2024,178,37,178,"flower","LA"
NA,37410,"BJ's Yard",32.584236,-91.974403,812,"American beautyberry","Deciduous broadleaf",269090,516,2024,185,7,244,"fruit","LA"
