"site_id","seasonyr","season","prcp","tmin","tmax"
1461,2013,"winter",242.64,-6.64022471910112,2.20337078651685
1461,2014,"fall",204.88,3.56186813186813,14.7742857142857
1461,2014,"spring",221.64,0.0270652173913044,13.3059782608696
1461,2014,"summer",305.54,13.9033695652174,26.3866304347826
1461,2014,"winter",213,-12.2328888888889,-2.34655555555556
1461,2015,"fall",177.88,5.94483516483516,18.4542857142857
1461,2015,"spring",224.53,1.95782608695652,14.9310869565217
1461,2015,"summer",306.9,14.0121739130435,26.2535869565217
1461,2015,"winter",125.67,-10.4425555555556,-1.19844444444444
1461,2016,"fall",228.32,6.35428571428571,18.5985714285714
1461,2016,"spring",230.41,2.48586956521739,15.2972826086957
1461,2016,"summer",259.12,15.2420652173913,28.8316304347826
1461,2016,"winter",154.69,-4.88505494505494,3.85054945054945
1461,2017,"fall",258.58,5.16010989010989,17.1805494505494
1461,2017,"spring",286.21,3.17978260869565,14.5397826086957
1461,2017,"summer",186.07,13.8957608695652,27.2064130434783
1461,2017,"winter",210.44,-5.19943820224719,3.14573033707865
1461,2018,"fall",262.45,5.11747252747253,14.5969230769231
1461,2018,"spring",320.27,1.54141304347826,13.6616304347826
1461,2018,"summer",185.43,15.4442391304348,27.9573913043478
1461,2018,"winter",188.54,-8.72177777777778,0.794666666666667
1461,2019,"fall",298.03,4.78208791208791,15.2630769230769
1461,2019,"spring",304.2,1.45717391304348,13.3248913043478
1461,2019,"summer",302.8,14.6888043478261,27.2683695652174
1461,2019,"winter",154.13,-7.44377777777778,1.234
1461,2020,"fall",181.32,4.21626373626374,16.4621978021978
1461,2020,"spring",287.68,2.33695652173913,13.7760869565217
1461,2020,"summer",307.83,14.9070652173913,28.615
1461,2020,"winter",201.29,-4.98351648351648,2.9978021978022
1461,2021,"fall",321.77,6.28615384615385,17.2516483516484
1461,2021,"spring",186.42,2.06880434782609,16.5941304347826
1461,2021,"summer",423.27,15.9539130434783,28.0797826086957
1461,2021,"winter",110.95,-7.17550561797753,1.04955056179775
1461,2022,"fall",105.99,4.72516483516484,17.2216483516484
1461,2022,"spring",259.29,2.64423913043478,14.6048913043478
1461,2022,"summer",241.78,14.5459782608696,27.9917391304348
1461,2022,"winter",181.33,-7.87088888888889,1.62755555555556
1461,2023,"fall",149.71,5.40076923076923,16.2942857142857
1461,2023,"spring",213.94,1.76369565217391,15.0925
1461,2023,"summer",366.03,13.75,26.5891304347826
1461,2023,"winter",195.74,-4.20977777777778,3.46711111111111
1476,2012,"fall",141.17,9.72516483516483,22.3838461538462
1476,2012,"spring",271.85,11.9036956521739,25.1821739130435
1476,2012,"summer",434.77,19.5529347826087,31.1583695652174
1476,2013,"fall",261.09,10.0713186813187,22.0210989010989
1476,2013,"spring",363.45,7.78847826086957,20.7551086956522
1476,2013,"summer",720.31,19.9408695652174,29.5098913043478
1476,2013,"winter",394.1,2.47606741573034,13.6675280898876
1476,2014,"fall",307.06,9.56472527472527,22.1737362637363
1476,2014,"spring",362.4,8.26934782608696,22.5341304347826
1476,2014,"summer",458.74,19.113152173913,30.6178260869565
1476,2014,"winter",362.82,-0.252444444444444,12.2424444444444
1476,2015,"fall",614.77,11.4701098901099,22.6441758241758
1476,2015,"spring",246.6,10.7447826086957,23.7333695652174
1476,2015,"summer",317.03,20.4665217391304,32.3447826086957
1476,2015,"winter",286.22,-0.330333333333333,11.6203333333333
1476,2016,"fall",85.36,11.5020879120879,26.1406593406593
1476,2016,"spring",234.68,10.2516304347826,23.8091304347826
1476,2016,"summer",246.96,21.1847826086957,33.3811956521739
1476,2016,"winter",484.04,2.58846153846154,14.0694505494505
1476,2017,"fall",296.61,10.91,23.4269230769231
1476,2017,"spring",446.65,10.5276086956522,23.4253260869565
1476,2017,"summer",372.18,20.1842391304348,31.0709782608696
1476,2017,"winter",240.88,3.43988764044944,15.7474157303371
1476,2018,"fall",456.96,12.0185714285714,23.0852747252747
1476,2018,"spring",393.59,9.49652173913043,22.1932608695652
1476,2018,"summer",382.07,20.4289130434783,31.4884782608696
1476,2018,"winter",302.73,1.60411111111111,13.2781111111111
1476,2019,"fall",227.73,11.8269230769231,24.6997802197802
1476,2019,"spring",244.85,10.5601086956522,23.615652173913
1476,2019,"summer",355.56,19.9022826086957,31.6430434782609
1476,2019,"winter",558.96,2.41388888888889,13.3856666666667
1476,2020,"fall",369.13,11.9662637362637,23.511978021978
1476,2020,"spring",589.72,10.0005434782609,22.4013043478261
1476,2020,"summer",324.12,20.4248913043478,31.3996739130435
1476,2020,"winter",572.35,2.91,14.056043956044
1476,2021,"fall",272.23,10.6231868131868,23.1283516483517
1476,2021,"spring",267.56,9.37695652173913,22.9123913043478
1476,2021,"summer",400.66,20.160652173913,31.1125
1476,2021,"winter",308.09,0.527640449438202,12.3980898876404
1476,2022,"fall",298.86,10.4234065934066,22.8946153846154
1476,2022,"spring",390.18,10.3575,23.9444565217391
1476,2022,"summer",271.69,20.9773913043478,32.3572826086957
1476,2022,"winter",310.73,2.55722222222222,14.7001111111111
1476,2023,"fall",117.78,10.4856043956044,23.7001098901099
1476,2023,"spring",508.24,9.70076086956522,22.3839130434783
1476,2023,"summer",414.46,19.5260869565217,31.0329347826087
1476,2023,"winter",411.94,3.38922222222222,14.4441111111111
1668,2012,"fall",218.91,9.73032967032967,17.5118681318681
1668,2012,"spring",261.94,8.68336956521739,18.1953260869565
1668,2012,"summer",279.17,19.4304347826087,28.9005434782609
1668,2013,"fall",178.36,8.54714285714286,18.3483516483516
1668,2013,"spring",254.7,5.60673913043478,15.2225
1668,2013,"summer",358.49,19.1895652173913,28.3082608695652
1668,2013,"winter",296.73,-1.30483146067416,5.69831460674157
1668,2014,"fall",273.3,9.2045054945055,18.178021978022
1668,2014,"spring",424.72,4.65902173913044,15.0771739130435
1668,2014,"summer",297.11,17.9886956521739,27.973152173913
1668,2014,"winter",314.47,-4.673,3.60366666666667
1668,2015,"fall",218.74,10.3048351648352,20.311978021978
1668,2015,"spring",255.5,5.29173913043478,16.1553260869565
1668,2015,"summer",259.63,18.8445652173913,28.6857608695652
1668,2015,"winter",356.5,-5.19277777777778,2.86355555555556
1668,2016,"fall",306.21,10.286043956044,19.7108791208791
1668,2016,"spring",226.9,6.6720652173913,17.0954347826087
1668,2016,"summer",242.37,19.4853260869565,29.5925
1668,2016,"winter",356.5,-0.152967032967033,8.33373626373626
1668,2017,"fall",201.34,10.2271428571429,19.8684615384615
1668,2017,"spring",392.89,6.17021739130435,15.4272826086957
1668,2017,"summer",303.92,18.2538043478261,27.7558695652174
1668,2017,"winter",252.36,-0.496741573033708,7.15168539325843
1668,2018,"fall",468.04,10.0142857142857,17.4751648351648
1668,2018,"spring",351.29,5.78663043478261,14.9372826086957
1668,2018,"summer",430.71,19.4571739130435,28.7277173913043
1668,2018,"winter",274.48,-2.85166666666667,5.24577777777778
1668,2019,"fall",241.51,9.05571428571429,18.3287912087912
1668,2019,"spring",403.19,6.23032608695652,15.4625
1668,2019,"summer",369.22,19.1172826086957,28.7404347826087
1668,2019,"winter",369.23,-2.36622222222222,5.48266666666667
1668,2020,"fall",321.82,10.0015384615385,19.2378021978022
1668,2020,"spring",283.41,6.00869565217391,15.4809782608696
1668,2020,"summer",306.33,19.7735869565217,29.4196739130435
1668,2020,"winter",309.62,-0.781318681318681,6.93131868131868
1668,2021,"fall",433.9,10.4806593406593,19.3686813186813
1668,2021,"spring",279.83,5.99619565217391,16.7566304347826
1668,2021,"summer",507.09,19.328152173913,28.6263043478261
1668,2021,"winter",291.08,-2.13887640449438,4.79460674157303
1668,2022,"fall",365.66,9.55868131868132,18.958021978022
1668,2022,"spring",357.76,6.61141304347826,16.5121739130435
1668,2022,"summer",277.25,19.3930434782609,29.4573913043478
1668,2022,"winter",272.22,-2.37188888888889,6.23222222222222
1668,2023,"fall",512.63,9.68,18.7067032967033
1668,2023,"spring",344.12,6.37467391304348,16.8327173913043
1668,2023,"summer",388.05,18.4411956521739,27.8120652173913
1668,2023,"winter",301.45,-0.278666666666667,7.86322222222222
1904,2012,"fall",83.96,-0.341758241758242,11.1708791208791
1904,2012,"spring",322.32,1.06434782608696,14.0902173913043
1904,2012,"summer",408.44,12.8945652173913,26.4908695652174
1904,2013,"fall",144.01,0.668681318681319,11.1675824175824
